,company_name,job_title,experience,salary,location,desc,skills
1767,HRDevi Talent Acquisition,Data Analyst,2-4 Yrs,Not disclosed,Gurgaon," Responsibilities: Interpret data, analyze results using statistical techniques and prov...","Help Desk ,Customer Service ,data analysis ,customer relationship ,access controls ,Telephony support ,Asset Management ,Vendor Management ,"
1768,DCC Services Private Limited,Data Analyst,2-4 Yrs,Not disclosed,Kolkata, Urgent Vacancy for Data Analyst Profile for Kolkata location 2- 4 Years Job Summary Adv...,"MIS reporting ,Advanced Excel ,Data Analyst ,Reporting tools ,"
1769,HealthifyMe,Data Analyst,0-2 Yrs,Not disclosed,Bengaluru, We at HealthifyMe are looking to hire a Data Analyst for our sales & services Team to w...,"Customer acquisition ,French ,Sales ,SQL database ,Analytical ,Database ,German ,Data Analyst ,"
1770,HyreFox Consultants Pvt Ltd,Data Analyst,6-11 Yrs,Not disclosed,Mumbai," Preferred Qualities: First principal problem solving, analytical skills, data - driven ...","Analytical skills ,Excel ,Project management ,Data Analyst ,MS Office ,Data mining ,Cost ,Principal ,"
1771,Adidas,Data Analyst,1-5 Yrs,Not disclosed,Gurgaon," Undertakes analytical activities and delivers analysis outputs, in accordance with cust...","Business administration ,Data analysis ,Analytical ,Brand marketing ,Windows ,data visualization ,Information technology ,Analytics ,"
1772,Peer To Peer HR Services,Data analyst,1-3 Yrs,Not disclosed,Udaipur," JOB DESCRIPTION Qualification- Graduate / Post Graduate (MBA, PGDM in HR, IT, Finance, ...","Biotechnology ,Data analysis ,Business Associate ,Content writing ,HR ,Data Analyst ,Management ,"
1773,MyVirtualDesks,Data Analyst,3-6 Yrs,Not disclosed,Pune, We are looking for Freshers / Expereinced candidates proficient in Information analysis...,"Administration ,Lead generation ,Research Lead ,Transcription ,Social media ,Internet research ,Data Analyst ,CRM ,"
1774,Havas Media India Pvt Ltd,Data Analyst,7-10 Yrs,Not disclosed,Mumbai," Should have competitive planning, interpersonal, communication, and organizational skil...","Data analysis ,Quantitative research ,Analytical research ,Investigation ,Strategic planning ,Healthcare ,Wellness ,Data Analyst ,"
1775,ALLERIN TECHNOLOGIES Pvt Ltd.,Business Analyst Career   Big Data Analysis,2-7 Yrs,Not disclosed,Mumbai, You should have the skills to assess business processes and needs and coordinate with t...,"Copyright ,Data analysis ,Change management ,Business Analyst ,Coding ,UML ,Functional testing ,Configuration management ,"
1776,ALLERIN TECHNOLOGIES Pvt Ltd.,Trainee Business Analyst   Big Data Analysis,0-1 Yrs,Not disclosed,Mumbai, Trainee Business Analyst - Big Data Analysis Allerin Type a word and press [enter] A tr...,"Copyright ,Data analysis ,Change management ,Coding ,Data modeling ,UML ,Functional testing ,big data ,"
1777,Etumos,Marketing Data Analyst (Client-Side) - Etumos,3-8 Yrs,Not disclosed,Remote," Responsibilities Being a true B2B Marketing Analytics subject matter expert, data story...","B2B Marketing ,Content management ,Event management ,Consulting ,Subject Matter Expert ,Digital marketing ,Forecasting ,Analytics ,"
1778,SiCureMi Healthcare Technologies,Junior Data Analyst,0-2 Yrs,Not disclosed,Delhi, Position 1 Junior Data Analyst The Jr. Data Analyst will be engaged in coordinating and...,"Monitoring ,Remedy ,Junior Data Analyst ,"
1779,DG,Digital Data Analyst,1-2 Yrs,Not disclosed,"Mumbai, Vasai", Job Responsibilities: Standardized Reporting: Work with internal stakeholders to determ...,"Mining ,Data analysis ,Automation ,Google Analytics ,Web analytics ,Data collection ,Customer support ,Business intelligence ,"
1780,Sahasya Global Solutions,Data Analyst,5-8 Yrs,Not disclosed,Hyderabad, Data Analyst 5.0 Year(s) To 8.0 Year(s) Job Profile Data analyst Proactively monitor da...,"Bidding ,technical ,Manager Technology ,Data quality ,Data Analyst ,Monitoring ,Technical documentation ,applications ,"
1781,fundinfo AG,Data Analyst,1-2 Yrs,Not disclosed,Chennai," Key Areas of Responsibility Collection, validation, analysis of mutual fund information...","Financial sector ,Mutual funds ,Analytical ,MS Outlook ,Data Analyst ,Asset management ,MS Office ,"
1782,Etomate Technology LLP,data analyst,2-7 Yrs,Not disclosed,Bengaluru," Should score at least 8 out of Macros not a mustAge, Qualification, Experience: As long...","Com ,Relationship Executive ,Excel ,Star ,Database ,Data Analyst ,Business intelligence ,Macros ,"
1783,HyreFox Consultants Pvt Ltd,MIS Expert / Data Analyst,3-6 Yrs,Not disclosed,Jaipur, Bachelor's degree in Information Technology or in a related field. Experience in Manage...,"Data analysis ,MIS ,Information technology management ,Data Analyst ,FMCG ,Management ,Information technology ,"
1784,Lobotus Technology Private Limited,Data Analyst,3-5 Yrs,Not disclosed,Bengaluru, Data Analyst Job Code LIT 017 Location Bangalore Positions 1 Qualifications Any relevan...,"Building ,Internet surfing ,English language ,process ,Target ,Excel ,level ,VLOOKUP ,"
1785,Credicxo Tech Pvt. Ltd.,Data Analyst,2-7 Yrs,Not disclosed,Delhi," We are looking for a passionate certified Data AnalystSkills Required: Python, Data Str...","Computer science ,SAS ,RDBMS ,Process improvement ,Social media ,Data collection ,SPSS ,Information management ,"
1786,NAV TECHNOLOGIES,Data Analyst,1-4 Yrs,Not disclosed,Kochi, Technology : Apache Spark Big Data,"spark ,Manager Technology ,Data Analyst ,big data ,"
1787,T & A Solutions,"Data Analyst, Datasets",2-7 Yrs,Not disclosed,Mohali, Data Analyst Jobs for IT Company in Mohali | T A HR Solutions provides best opportuniti...,"CV ,IT Manager ,SAS ,Process improvement ,Javascript ,Data Analyst ,SPSS ,Data mining ,"
1788,Design cafe,Data Analyst ,2-3 Yrs,Not disclosed,Mumbai," Minimum 2-year experience in extensive usage of MS Excel (Aggregate function, vLookup, ...","MIS reporting ,Data analysis ,Excel ,Sales operations ,VLOOKUP ,Data Analyst ,MIS generation ,Powerpoint ,"
1789,Cogencis Information Services Ltd,Data Analyst,1-3 Yrs,Not disclosed,Mumbai, Data Analyst DATA ANALYST Department: Data Location: MUMBAI (CORPORATE OFFICE) Job Desc...,"Financial statements ,Copy Editor ,Concept design ,Excel ,Bfsi ,Design development ,ASP.Net ,Data Analyst ,"
1790,DATA LABS,Lead Data Analyst - Talend/ETL,5-10 Yrs,Not disclosed,"Delhi NCR, Maharashtra"," Create new platform and should know SDLC lifecycleRequirement: Immediate, Serious and S...","T-SQL ,Power BI ,ETL Tools ,PL-SQL ,Talend Administration Center ,MySQL ,Data Analyst ,SQL Server ,"
1791,GivingForce Limited,Data Analyst,5-10 Yrs,Not disclosed,Pune, Main responsibilities: Filter and clean data by reviewing pre - existing reports to loc...,"Computer science ,data cleansing ,Health insurance ,Payroll ,Process improvement ,MySQL ,Agile ,data integrity ,"
1792,Novo Tree Minds,Data Analyst,2-5 Yrs,Not disclosed,Bengaluru, Data Analyst The Planning Allocation Operations team is looking for a results-oriented ...,"Data analysis ,Prototype ,Analytical ,Project management ,Business Intelligence Analyst ,Advanced Excel ,Data Analyst ,HR consulting ,"
1793,Stalwart Management Consulting,Data Analyst- B1/2/3,2-7 Yrs,Not disclosed,Mumbai, Data Analyst- B1/ 2/ 3 Mumbai Mumbai :Stalwart Management Consulting Data Analyst- B1/ ...,"Excel ,PDF ,FTP ,Management consulting ,Data Analyst ,Macros ,"
1794,Fusion Analytics World,Big Data Analyst,2-5 Yrs,Not disclosed,Chennai," Skill Required Experience in digital data sets, e.gGood written and verbal communicatio...","Graphics ,SAS ,ISO ,Event management ,Data processing ,HTML ,Data mining ,Risk management ,"
1795,SUNDERELLA,Data Analyst/Content Writer Specialist,2-6 Yrs,Not disclosed,"Location: Mysuru, Karnataka, India", We are recruiting a Content specialist having experience in analysis of data and creati...,"Data analysis ,Content management ,Strategy implementation ,Business Analyst ,Analytical ,Online sales ,Data collection ,SEM ,"
1796,BLOCKLOGY EDUTECH PRIVATE LIMITED ,DATA ANALYST,1-3 Yrs,Not disclosed,Mumbai, Requirements Experience: 1 to 3 Years Education: B.E./B.Tech/any Graduate with experien...,"Training ,Outbound ,E-learning ,advanced analytics ,Media management ,Online media ,Data Analyst ,Research analysis ,"
1797,Enmay,Data Analyst,1-6 Yrs,Not disclosed,Kolkata, Experience: 6 m to 1 year over the data analyzing the experience,"Data analysis ,Data research ,Social media ,Data Analyst ,"
1798,AUGMENTER CONSULTING,Data Analyst,2-5 Yrs,Not disclosed,Mumbai," We are looking for dynamic, energetic and result oriented business / data analyst to be...","Computer science ,Usage ,Database design ,Business Data Analyst ,Process improvement ,Consulting ,Data collection ,Data mining ,"
1799,Adroit Valuation Services Pvt Ltd,Forensic ( Data ) Analyst,2-5 Yrs,Not disclosed,"Mumbai, Noida"," The Candidate should be good into Data Analysis, Data Mining and Cluster AnalysisGood i...","Data analysis ,Assurance ,Due diligence ,Financial statements ,Analytical ,Network analysis ,SSRS ,Data mining ,"
1800,Varite,Data Analyst,2-5 Yrs,Not disclosed,Bengaluru," Must be diligent and efficient in validating data account, address and website informat...","Data structures ,Data quality ,Advanced Excel ,Data Analyst ,Doe ,"
1801,PKF Finance Limited,ERP/Data Analyst,2-7 Yrs,Not disclosed,Jalandhar, ERP/ Data Analyst (for Head Office (Jalandhar) ) To handle tasks independently Below 35...,"ERP ,Head Business Development ,PDF ,Data Analyst ,"
1802,HUSYS CONSULTING LIMITED,Associate Data Analyst,2-5 Yrs,Not disclosed,Hyderabad," Should be able to handle all the database queries Mango DB, Oracle DB","Help Desk ,Customer Service ,data analysis ,customer relationship ,access controls ,Telephony support ,Asset Management ,Vendor Management ,"
1803,HUSYS CONSULTING LIMITED,Data Analyst RK,4-6 Yrs,Not disclosed,Bengaluru, requiredTwo to Four years of work experience in fast paced environmentExperience workin...,"MIS reporting ,Data analysis ,MS Access ,Standardization ,Macros ,SQL ,Data extraction ,Complex ,"
1804,Authenu,Statistician/Data Analyst,2-7 Yrs,Not disclosed,Bengaluru, Required Qualifications:.Doctorate (PhD) in Statistics from a recognized university Min...,"Usage ,Email ,Data collection ,Data Analyst ,Problem ,Subject Matter Expert ,Research ,Analyst 3 ,"
1805,"DST Systems, Inc.",Sr. Big Data Analyst,10-14 Yrs,Not disclosed,Hyderabad, We work with companies in some of the world s most demanding industries where rapid shi...,"Business improvement ,Social media ,Service excellence ,Manager Technology ,Infrastructure ,big data analyst ,Outsourcing ,big data ,"
1806,mycitynagpur,Data Analyst,1-5 Yrs,Not disclosed,Nagpur, Candidate should be B.Tech / BE / BCA / MCA / B.Sc IT / Graduate. Should have good comm...,"Help Desk ,Customer Service ,data analysis ,customer relationship ,access controls ,Telephony support ,Asset Management ,Vendor Management ,"
1807,GSK,Data Analyst,2-5 Yrs,Not disclosed,Bengaluru, Proven experience in successfully working in a team setting and ability to reconcile co...,"Procurement ,Supply chain ,Performance tuning ,Data analysis ,Agile ,Workflow ,Healthcare ,Test cases ,"
1808,DOPTIT PRIVATE LIMITED,Data Analyst,1-4 Yrs,Not disclosed,Kochi," Data Analyst - Technical skills: proficient in Excel, relational database like MS SQL, ...","IT Skills ,Oracle ,MS SQL ,MS SQL ,Excel ,Linux ,Oracle SQL ,Database ,"
1809,mycitynagpur,Data Analyst,3-7 Yrs,Not disclosed,Nagpur, Candidate should be MBA (Finance) or M.Com Statistic. Should have 3 yrs of experience i...,"OMC ,data reporting ,Data Analyst ,MIS generation ,"
1810,Kalakaari Studios,Data Analyst,0-2 Yrs,Not disclosed,Indore, Data Analyst We are searching for a skilled Data Analyst to help our strategist to deve...,"marketing strategies ,Data Analysis ,Data Analyst ,"
1811,Intelact Business Solutions ,Data Specialist / Data Analyst - E-commerce,2-3 Yrs,Not disclosed,Mumbai, Should have 2 years experience as Data AnalystShould be strong in Advance Excel such as...,"Internet technologies ,VBA ,Data collection ,E-commerce ,Data Analyst ,Advanced Excel ,Management ,Macros ,"
1812,DATA LABS,Lead Data Analyst - Talend/ETL,5-10 Yrs,Not disclosed,"Delhi/NCR Delhi NCR, Maharashtra"," Create new platform and should know SDLC lifecycleRequirement: Immediate, Serious and S...","IT Skills ,Quality Assurance ,Oracle ,MS SQL ,Tableau ,Power BI ,T-SQL ,Power BI ,"
1813,Anyone Home,Data Analyst,0-3 Yrs,Not disclosed,Pune, Bachelor s degree from an accredited university or college in computer scienceWork expe...,"IT services ,Computer science ,Health insurance ,metadata ,Flex ,data integrity ,Data Analyst ,Troubleshooting ,"
1814,Indegene Private Limited,Data Analyst,2-5 Yrs,Not disclosed,Bengaluru," Exposure to VB and .NET is mandatory, as the role involves building an engine to read d...","IT Skills ,.Net ,Selection process ,Data analysis ,Operational risk ,Campus recruitment ,healthcare analytics ,Stored procedures ,"
1815,BUZZBOARD INC,Data Analyst,1-3 Yrs,Not disclosed,Hyderabad, Description: We are looking for a passionate experienced Certified Data Analyst. The Su...,"Business objects ,SAS ,Process improvement ,XML ,Data collection ,Manager Quality Control ,SPSS ,Information management ,"
1816,Advanced Computer Software Group,Operations Data Analyst,2-5 Yrs,Not disclosed,Bengaluru," The role will be mostly focussed on data analysis. We want to set-up our systems (RACE,...","Administration ,Data analysis ,Usage ,Focus ,Relationship ,Data Analyst ,JIRA ,Business Executive ,"
1817,Russet Studio,Category Manager/ Data Analyst,3-6 Yrs,Not disclosed,Mumbai, Vendor management for a range of exciting product categories which includes : Understan...,"Procurement ,Analyst ,Excel ,Sales ,Analytical ,Sales analysis ,E-commerce ,Customer service ,"
1818,DATA LABS,Lead Data Analyst - Talend/ETL,5-10 Yrs,Not disclosed,"Delhi/NCR Delhi NCR, Maharashtra"," Create new platform and should know SDLC lifecycle Requirement: Immediate, Serious and ...","IT Skills ,Quality Assurance ,Oracle ,MS SQL ,Tableau ,Power BI ,T-SQL , MS SQL Server ,"
1819,AIRSEVA INDIA PVT LTD,Data Analyst,4-7 Yrs,Not disclosed,Gurgaon, Professional industry experience in a quantitative analysis role (4+ years preferred)Ex...,"Quantitative Analysis ,Data Analysis ,Tableau ,Dashboards ,Reporting ,SQL ,"
1820,Highwave Infotech,Data Analyst,2-5 Yrs,Not disclosed,Bengaluru, Data Analyst Responsibilities : 1. Candidate will be working as a Trainee Analyst to an...,"Data analysis ,Interpersonal skills ,Analytical ,Trainee Analyst ,Data Analyst ,"
1821,Uniqleads Research,Data Analyst,2-3 Yrs,Not disclosed,Kochi, Purpose of the Position We at UniqLeads use out of the box techniques to carefully extr...,"Direct marketing ,Excel ,Sales ,Web technologies ,Project management ,Marketing planning ,Data Analyst ,Resource management ,"
1822,V-Align Technologies,Data Analyst,1-2 Yrs,Not disclosed,Bengaluru, 4 Data Analyst Candidates with 1 to 2 years experience statistical data analysis;Gradua...,"Data analysis ,Data Analyst ,Statistics ,"
1823,"PerkinElmer, Inc.",Data Analyst-Internship,0-0 Yrs,Not disclosed,Hyderabad, This role supports Reviewing and standardizing the new Inventory data of GSK Site Creat...,"SAP ,Business analytics ,Data Analyst ,Internship ,Inventory ,Lotus Notes ,"
1824,DecisionTree Analytics and Services Private Limited,Data Analyst,1-3 Yrs,Not disclosed,Gurgaon, Position Summary: DecisionTree is looking for a Data Analyst to manage services deliver...,"tableau ,Data Analyst ,Data warehousing ,SQL ,"
1825,MaSyCoDa Solutions,Data Analyst,0-3 Yrs,Not disclosed,Nagpur, He / She should have following skills sets - Prior experience with database and model d...,"MS SQL ,PDF ,Analytical ,Trend analysis ,Scheduling ,Data Analyst ,SSIS ,Business intelligence ,"
1826,WalbroSoft,Data Analyst,2-7 Yrs,Not disclosed,Nagpur, Data Analyst with 0 to 2+ years of experience in creating business profiles;Skills : An...,"Excel ,Internet research ,Data collection ,Data Analyst ,Management ,MS Office ,Powerpoint ,Data Entry Operator ,"
1827,Tentacle solutions,Data Analyst,8-13 Yrs,Not disclosed,Kanpur," Strong background on Data Analysis focused projects (ideally Reference data, MDM, MS SQ...","Performance tuning ,Data analysis ,development ,css ,technical ,software ,Powershell ,html5 ,"
